order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c
ORD20240905-S09-06349,2024-09-05,S09,Munich,North,In-Store,36-45,None,Beauty,Skincare,111.58,5,0.023,120.06,144,0,0,16.9
ORD20240818-S06-03545,2024-08-18,S06,Frankfurt,West,Online,36-45,None,Electronics,Audio,522.67,3,0.024,503.98,100,0,0,16.4
ORD20240316-S01-11800,2024-03-16,S01,Munich,North,In-Store,36-45,Silver,Clothing,Accessories,64.92,5,0.025,62.67,163,0,0,5.7
ORD20241024-S08-07824,2024-10-24,S08,Munich,North,In-Store,36-45,None,Beauty,Fragrance,41.68,3,0.025,43.56,149,0,0,12.5
ORD20240811-S10-06155,2024-08-11,S10,Hamburg,South,In-Store,26-35,None,Grocery,Beverages,13.98,5,0.017,15.42,103,0,0,25.5
ORD20240807-S02-07383,2024-08-07,S02,Frankfurt,West,In-Store,36-45,None,Electronics,Phones,1200.0,3,0.047,1257.71,152,0,0,21.5
ORD20241103-S10-11360,2024-11-03,S10,Cologne,South,Online,46-60,Bronze,Beauty,Skincare,43.82,5,0.048,44.6,198,0,0,5.1
ORD20240322-S05-04929,2024-03-22,S05,Hamburg,North,In-Store,36-45,None,Grocery,Snacks,4.8,5,0.021,4.85,142,0,0,5.2
ORD20240426-S06-00553,2024-04-26,S06,Hamburg,North,Online,46-60,Bronze,Home,Appliances,289.73,2,0.164,299.56,210,1,0,8.2
ORD20240814-S08-02725,2024-08-14,S08,Munich,South,In-Store,26-35,Bronze,Beauty,Haircare,32.29,1,0.048,31.03,118,0,0,15.9
ORD20240608-S06-05200,2024-06-08,S06,Frankfurt,West,Online,36-45,Bronze,Beauty,Fragrance,120.0,4,0.004,132.84,138,0,0,24.9
ORD20240214-S07-04512,2024-02-14,S07,Frankfurt,West,Online,36-45,None,Clothing,Accessories,70.27,5,0.049,78.82,186,0,0,2.1
ORD20241025-S07-09831,2024-10-25,S07,Cologne,East,In-Store,26-35,None,Beauty,Haircare,52.13,5,0.042,49.12,142,0,0,9.3
ORD20241015-S10-01429,2024-10-15,S10,Frankfurt,North,In-Store,60+,None,Grocery,Fresh,23.95,2,0.022,26.59,144,0,0,14.1
ORD20240429-S02-02346,2024-04-29,S02,Munich,West,Online,18-25,Silver,Electronics,Phones,1085.95,1,0.026,1072.87,184,0,0,12.0
ORD20240805-S08-06543,2024-08-05,S08,Hamburg,West,In-Store,36-45,Bronze,Grocery,Snacks,25.17,3,0.049,26.16,232,0,0,23.6
ORD20240303-S06-02449,2024-03-03,S06,Cologne,East,Online,26-35,None,Grocery,Beverages,13.33,2,0.008,12.57,105,0,0,3.1
ORD20240620-S09-01967,2024-05-15,S09,Berlin,North,In-Store,36-45,None,Home,Appliances,144.18,5,0.021,146.3,228,0,0,14.5
ORD20240413-S04-07392,2024-04-13,S04,Cologne,West,In-Store,46-60,Bronze,Beauty,Fragrance,66.07,3,0.069,71.68,80,1,0,9.0
ORD20240826-S01-07959,2024-08-26,S01,Frankfurt,West,In-Store,26-35,None,Electronics,Accessories,853.43,2,0.003,844.56,190,0,0,16.4
ORD20240312-S03-08584,2024-03-12,S03,Munich,South,In-Store,36-45,None,Clothing,Kids,142.87,2,0.006,132.74,245,0,0,9.1
ORD20240519-S02-02543,2024-05-19,S02,Cologne,South,In-Store,26-35,None,Beauty,Makeup,94.57,3,0.037,100.17,128,0,0,17.5
ORD20240321-S08-02393,2024-03-21,S08,Berlin,South,Online,46-60,None,Electronics,Accessories,623.96,2,0.049,688.42,228,0,0,7.6
ORD20241124-S04-03830,2024-11-24,S04,Munich,East,In-Store,26-35,None,Grocery,Pantry,14.45,2,0.022,14.32,174,0,0,-1.8
ORD20240923-S03-02267,2024-09-23,S03,Hamburg,North,Online,36-45,Silver,Clothing,Kids,150.0,4,0.022,157.16,76,0,0,15.7
ORD20240229-S02-03321,2024-02-29,S02,Cologne,East,Online,36-45,Silver,Clothing,Kids,150.0,2,0.037,168.23,150,0,0,4.3
ORD20240403-S01-05450,2024-04-03,S01,Munich,North,In-Store,36-45,None,Clothing,Kids,51.78,4,0.001,49.66,145,0,0,3.8
ORD20240825-S10-05898,2024-08-25,S10,Berlin,East,Online,26-35,None,Clothing,Men,498.29999999999995,0,0.018,111.32,177,0,0,20.1
ORD20240816-S09-02906,2024-08-16,S09,Hamburg,South,In-Store,18-25,None,Electronics,Laptops,932.25,5,0.022,863.97,140,0,0,19.9
ORD20240729-S02-11176,2024-07-29,S02,Hamburg,West,Online,18-25,Silver,Beauty,Makeup,101.28,4,0.252,113.71,170,1,0,21.3
ORD20240218-S07-11585,2024-02-18,S07,Frankfurt,West,Online,46-60,None,Grocery,Pantry,28.13,3,0.182,28.71,78,1,0,2.3
ORD20240717-S07-09170,2024-07-17,S07,Cologne,West,In-Store,26-35,Bronze,Home,Appliances,202.67,2,0.001,227.09,218,0,0,23.6
ORD20240714-S01-11945,2024-07-14,S01,Berlin,North,Online,36-45,Bronze,Beauty,Haircare,120.0,2,0.026,123.88,136,0,0,19.6
ORD20241209-S01-05098,2024-12-09,S01,Munich,West,Online,46-60,None,Grocery,Pantry,19.21,4,0.016,20.91,140,0,0,2.0
ORD20240531-S06-03885,2024-05-31,S06,Berlin,East,Online,36-45,Silver,Grocery,Beverages,18.35,3,0.032,19.21,126,0,0,16.9
ORD20240410-S03-03059,2024-04-10,S03,Cologne,East,In-Store,36-45,None,Electronics,Audio,538.72,2,0.015,487.97,109,0,0,11.4
ORD20241103-S01-05321,2024-11-03,S01,Berlin,East,Online,46-60,None,Home,Decor,144.92,3,0.272,159.9,172,1,0,4.8
ORD20240824-S04-03674,2024-08-24,S04,Munich,West,In-Store,26-35,None,Home,Decor,349.39,1,0.072,342.18,117,1,0,20.0
ORD20241006-S10-03111,2024-10-06,S10,Cologne,East,In-Store,36-45,None,Beauty,Skincare,48.71,4,0.03,47.67,201,0,0,15.7
ORD20241106-S02-10724,2024-11-06,S02,Hamburg,East,In-Store,26-35,Silver,Grocery,Pantry,10.41,4,0.005,10.02,116,0,0,6.3
ORD20240413-S05-07826,2024-04-13,S05,Munich,West,In-Store,36-45,Bronze,Home,Decor,152.0,1,0.03,142.2,89,0,0,8.3
ORD20240711-S04-08981,2024-07-11,S04,Frankfurt,North,In-Store,36-45,Silver,Home,Furniture,232.42,4,0.039,261.08,206,0,0,15.1
ORD20240826-S09-03272,2024-08-26,S09,Frankfurt,West,In-Store,46-60,Silver,Grocery,Fresh,9.71,3,0.012,9.9,184,0,0,16.5
ORD20240929-S09-06176,2024-09-29,S09,Cologne,West,Online,18-25,Bronze,Electronics,Phones,374.78,4,0.025,354.95,174,0,0,16.7
ORD20240220-S04-04836,2024-02-20,S04,Munich,West,In-Store,46-60,None,Electronics,Audio,1200.0,3,0.034,1290.75,97,0,0,2.7
ORD20240205-S02-04070,2024-02-05,S02,Frankfurt,North,In-Store,18-25,Bronze,Grocery,Beverages,10.07,3,0.014,11.33,152,0,0,2.5
ORD20240705-S05-00939,2024-07-05,S05,Frankfurt,East,Online,26-35,Silver,Beauty,Skincare,50.34,1,0.038,48.0,174,0,0,21.0
ORD20241019-S06-03570,2024-10-19,S06,Cologne,South,Online,18-25,None,Beauty,Makeup,53.8,4,0.017,54.54,163,0,0,14.1
ORD20241008-S10-09962,2024-10-08,S10,Cologne,South,Online,46-60,None,Beauty,Skincare,29.01,4,0.03,30.85,187,0,0,9.5
ORD20241108-S02-11368,2024-11-08,S02,Munich,North,Online,18-25,None,Electronics,Audio,188.78,5,0.014,188.04,121,0,0,3.6
ORD20240527-S04-09188,2024-05-27,S04,Cologne,South,Online,36-45,Silver,Home,Furniture,192.25,2,0.332,188.83,135,1,0,15.8
ORD20241118-S04-11811,2024-11-18,S04,Berlin,West,In-Store,18-25,None,Grocery,Fresh,6.2,5,0.005,7.05,136,0,0,4.8
ORD20240218-S02-00413,2024-02-18,S02,Berlin,East,In-Store,46-60,Bronze,Home,Furniture,282.26,2,0.036,321.32,136,0,0,1.3
ORD20240419-S02-03474,2024-04-19,S02,Berlin,North,Online,46-60,None,Electronics,Laptops,550.01,3,0.005,507.76,184,0,0,9.3
ORD20240425-S10-08883,2024-04-25,S10,Munich,East,In-Store,18-25,Silver,Home,Appliances,940.1,0,0.032,212.64,126,0,0,11.8
ORD20240724-S06-06713,2024-07-24,S06,Berlin,North,Online,18-25,Silver,Beauty,Skincare,68.09,1,0.011,68.94,79,0,0,16.7
ORD20240701-S06-08534,2024-07-01,S06,Munich,East,Online,46-60,None,Home,Appliances,600.0,5,0.302,676.57,131,1,0,26.3
ORD20240829-S06-03437,2024-08-29,S06,Frankfurt,West,In-Store,18-25,None,Grocery,Beverages,5.45,4,0.044,5.13,138,0,0,20.5
ORD20241024-S04-07131,2024-10-24,S04,Cologne,South,Online,36-45,None,Clothing,Accessories,52.29,2,0.011,51.69,133,0,0,13.7
ORD20240306-S08-08179,2024-03-06,S08,Berlin,North,In-Store,26-35,Silver,Clothing,Women,53.97,3,0.022,57.72,187,0,0,4.9
ORD20240912-S05-05859,2024-09-12,S05,Munich,North,In-Store,26-35,Bronze,Home,Furniture,537.88,2,0.033,603.86,170,0,0,14.6
ORD20241111-S06-02902,2024-11-11,S06,Hamburg,East,In-Store,18-25,None,Grocery,Beverages,30.0,4,0.269,33.68,158,1,0,1.3
ORD20240210-S01-09314,2024-02-10,S01,Frankfurt,North,In-Store,26-35,None,Electronics,Audio,641.82,1,0.011,643.24,100,0,0,-2.2
ORD20240829-S08-02021,2024-08-29,S08,Hamburg,South,Online,36-45,None,Electronics,Laptops,321.96,5,0.018,363.51,153,0,0,16.7
ORD20240106-S09-07488,2024-01-06,S09,Berlin,West,In-Store,36-45,Bronze,Grocery,Beverages,10.24,5,0.049,10.25,146,0,0,5.3
ORD20240729-S07-01343,2024-07-29,S07,Berlin,East,In-Store,46-60,Silver,Home,Appliances,112.49,4,0.04,110.94,171,0,0,21.3
ORD20240912-S03-05153,2024-09-12,S03,Munich,West,Online,18-25,Silver,Electronics,Audio,291.49,3,0.003,295.63,185,0,0,15.3
ORD20240203-S06-11570,2024-02-03,S06,Berlin,North,In-Store,26-35,Silver,Home,Decor,284.16,5,0.027,284.32,94,0,0,-0.7
ORD20241204-S08-05868,2024-12-04,S08,Berlin,South,Online,26-35,Silver,Grocery,Beverages,30.0,3,0.048,32.91,260,0,0,6.1
ORD20240515-S04-00067,2024-05-15,S04,Frankfurt,East,Online,36-45,Bronze,Electronics,Phones,716.0,5,0.001,807.37,116,0,0,17.4
ORD20240916-S03-05409,2024-09-16,S03,Berlin,East,In-Store,60+,None,Clothing,Men,79.13,1,0.001,86.79,157,0,0,19.6
ORD20241211-S05-04236,2024-12-11,S05,Cologne,North,In-Store,26-35,None,Home,Appliances,600.0,1,0.046,551.71,197,0,0,-0.9
ORD20240113-S03-00662,2024-01-13,S03,Frankfurt,West,In-Store,60+,Silver,Electronics,Laptops,740.54,3,0.047,844.54,120,0,0,-3.4
ORD20240713-S07-09889,2024-07-13,S07,Frankfurt,East,In-Store,26-35,None,Beauty,Fragrance,76.13,4,0.001,79.44,179,0,0,26.3
ORD20240429-S05-00631,2024-04-29,S05,Cologne,East,Online,60+,None,Clothing,Women,58.34,3,0.037,58.27,136,0,0,14.9
ORD20240909-S01-05065,2024-09-09,S01,Hamburg,West,In-Store,36-45,None,Electronics,Audio,256.19,5,0.045,275.73,178,0,0,16.7
ORD20240827-S09-08787,2024-08-27,S09,Frankfurt,South,Online,36-45,None,Clothing,Accessories,104.3,1,0.117,100.55,56,1,0,16.4
ORD20241102-S03-05031,2024-11-02,S03,Frankfurt,West,Online,18-25,Gold,Clothing,Kids,150.0,5,0.042,171.68,144,0,0,6.1
ORD20240630-S05-06595,2024-06-30,S05,Cologne,South,In-Store,26-35,Silver,Beauty,Skincare,38.55,2,0.013,37.27,138,0,0,15.4
ORD20241217-S01-04094,2024-12-17,S01,Cologne,West,In-Store,46-60,None,Home,Decor,600.0,4,0.008,578.24,112,0,0,-0.6
ORD20241214-S10-02121,2024-12-14,S10,Hamburg,East,In-Store,26-35,None,Electronics,Laptops,593.45,2,0.007,577.23,152,0,0,6.1
ORD20240331-S03-04047,2024-03-31,S03,Hamburg,East,Online,26-35,Silver,Clothing,Women,87.67,2,0.039,79.83,177,0,0,6.2
ORD20241124-S04-03242,2024-11-24,S04,Munich,South,In-Store,36-45,None,Home,Decor,484.92,4,0.205,499.77,150,1,0,7.7
ORD20240116-S02-11088,2024-01-16,S02,Cologne,South,In-Store,18-25,None,Grocery,Fresh,23.69,1,0.049,24.44,234,0,0,4.5
ORD20240217-S07-11436,2024-02-17,S07,Berlin,North,In-Store,36-45,Bronze,Electronics,Accessories,618.85,4,0.047,625.43,130,0,0,2.7
ORD20240126-S05-09101,2024-01-26,S05,Cologne,West,In-Store,18-25,Bronze,Beauty,Skincare,94.45,4,0.013,103.27,113,0,0,-0.4
ORD20240427-S05-10428,2024-04-27,S05,Hamburg,East,In-Store,36-45,None,Home,Decor,102.81,3,0.04,113.5,171,0,0,9.9
ORD20241204-S09-01622,2024-12-04,S09,Frankfurt,North,In-Store,18-25,None,Grocery,Fresh,8.52,1,0.001,8.42,115,0,0,1.6
ORD20241228-S08-05480,2024-12-28,S08,Hamburg,South,In-Store,26-35,None,Clothing,Women,44.02,4,0.012,44.82,154,0,0,-3.1
ORD20241208-S04-11994,2024-12-08,S04,Frankfurt,East,Online,46-60,None,Beauty,Fragrance,70.62,5,0.023,68.28,155,0,0,-0.2
ORD20240814-S03-01884,2024-08-14,S03,Berlin,West,Online,26-35,Silver,Clothing,Men,48.07,5,0.316,49.21,94,1,0,18.7
ORD20240510-S05-07568,2024-05-10,S05,Munich,West,In-Store,26-35,Silver,Electronics,Phones,1200.0,4,0.028,1206.51,146,0,0,18.8
ORD20240228-S04-09460,2024-02-28,S04,Berlin,East,In-Store,26-35,None,Clothing,Accessories,43.16,5,0.001,42.79,121,0,0,-0.9
ORD20240119-S08-02504,2024-01-19,S08,Hamburg,East,In-Store,46-60,Gold,Home,Decor,277.97,3,0.028,259.24,148,0,0,-1.4
ORD20240127-S10-08435,2024-01-27,S10,Hamburg,North,In-Store,60+,Bronze,Electronics,Laptops,452.36,4,0.041,443.11,206,0,0,0.2
ORD20240107-S04-01593,2024-01-07,S04,Cologne,South,In-Store,46-60,None,Grocery,Snacks,22.15,1,0.0,19.99,145,0,0,-2.7
ORD20240217-S08-10080,2024-02-17,S08,Berlin,West,Online,18-25,None,Clothing,Women,74.57,2,0.008,79.9,79,0,0,-0.7
ORD20240924-S07-03998,2024-09-24,S07,Hamburg,East,In-Store,26-35,Bronze,Grocery,Pantry,30.0,5,0.017,33.25,185,0,0,15.7
ORD20240620-S08-08440,2024-06-20,S08,Munich,West,Online,18-25,Gold,Clothing,Accessories,94.89,1,0.032,91.05,95,0,0,19.8
ORD20240829-S05-06821,2024-08-29,S05,Frankfurt,North,In-Store,18-25,None,Home,Appliances,158.36,3,0.022,180.11,155,0,0,19.2
ORD20240209-S05-08987,2024-02-09,S05,Munich,South,In-Store,26-35,None,Clothing,Kids,150.0,5,0.106,171.72,127,1,0,-0.9
ORD20241004-S08-08539,2024-10-04,S08,Hamburg,West,In-Store,26-35,None,Home,Appliances,433.37,4,0.036,446.01,207,0,0,12.2
ORD20240117-S09-11402,2024-01-17,S09,Cologne,South,In-Store,18-25,None,Grocery,Snacks,22.21,4,0.034,20.03,163,0,0,-1.0
ORD20241101-S08-02789,2024-11-01,S08,Munich,South,In-Store,18-25,Gold,Beauty,Skincare,18.97,3,0.002,19.87,117,0,0,1.3
ORD20241002-S10-09020,2024-10-02,S10,Munich,West,Online,46-60,Silver,Electronics,Accessories,725.92,4,0.045,777.33,87,0,0,14.0
ORD20241107-S07-06792,2024-11-07,S07,Berlin,East,Online,18-25,Bronze,Home,Kitchen,196.96,1,0.035,218.69,133,0,0,7.3
ORD20240213-S07-05752,2024-02-13,S07,Munich,West,Online,26-35,None,Beauty,Haircare,29.88,1,0.019,31.12,161,0,0,7.4
ORD20240410-S09-08500,2024-04-10,S09,Cologne,West,In-Store,26-35,Silver,Electronics,Accessories,510.38,5,0.041,482.46,228,0,0,11.8
ORD20241022-S06-04752,2024-10-22,S06,Munich,North,Online,26-35,None,Home,Appliances,600.0,4,0.015,559.0,141,0,0,13.3
ORD20240514-S05-06669,2024-05-14,S05,Hamburg,South,Online,26-35,None,Grocery,Fresh,6.63,4,0.028,7.04,168,0,0,20.1
ORD20240422-S06-10995,2024-04-22,S06,Berlin,North,In-Store,36-45,None,Beauty,Fragrance,37.92,1,0.013,35.47,141,0,0,13.2
ORD20240921-S08-06147,2024-09-21,S08,Munich,East,In-Store,18-25,None,Grocery,Beverages,30.0,1,0.015,28.32,108,0,0,12.5
ORD20240303-S08-01192,2024-03-03,S08,Hamburg,South,In-Store,18-25,Gold,Grocery,Snacks,6.34,5,0.011,6.49,123,0,0,3.7
ORD20241026-S10-05951,2024-10-26,S10,Berlin,East,In-Store,46-60,Silver,Electronics,Audio,890.86,3,0.041,907.2,133,0,0,10.4
ORD20240125-S07-04290,2024-01-25,S07,Frankfurt,West,Online,26-35,Silver,Grocery,Snacks,23.0,3,0.047,22.87,210,0,0,-2.6
ORD20240421-S03-06974,2024-04-21,S03,Hamburg,South,Online,18-25,None,Electronics,Phones,891.65,2,0.021,919.1,158,0,0,10.4
ORD20240421-S01-07831,2024-04-21,S01,Berlin,North,In-Store,18-25,None,Home,Kitchen,600.0,3,0.032,569.91,191,0,0,12.5
ORD20240416-S10-07874,2024-04-16,S10,Berlin,East,In-Store,18-25,Silver,Electronics,Phones,200.73,2,0.015,188.7,133,0,0,10.3
ORD20240423-S02-03502,2024-04-23,S02,Hamburg,East,In-Store,18-25,Silver,Grocery,Beverages,14.78,5,0.009,14.83,194,0,0,8.8
ORD20241109-S03-02671,2024-11-09,S03,Cologne,South,Online,36-45,None,Beauty,Haircare,-23.07,0,0.04,23.97,136,0,0,10.4
ORD20240116-S10-08644,2024-01-16,S10,Cologne,West,In-Store,36-45,None,Unknown/—,Skincare,-41.67,30,0.009,42.77,166,0,0,-1.0
ORD20240306-S07-09620,2024-03-06,S07,Frankfurt,North,In-Store,26-35,None,Grocery,Beverages,14.12,5,0.01,14.64,133,0,0,6.8
ORD20241220-S05-08560,2024-12-20,S05,Hamburg,East,In-Store,46-60,Gold,Grocery,Pantry,19.07,5,0.042,17.19,167,0,0,4.9
ORD20240405-S01-10004,2024-04-05,S01,Frankfurt,South,In-Store,60+,None,Grocery,Fresh,18.37,2,0.021,18.33,141,0,0,14.4
ORD20240519-S06-04934,2024-05-19,S06,Cologne,East,Online,18-25,Bronze,Electronics,Audio,726.57,2,0.341,722.69,237,1,0,12.4
ORD20240724-S05-01411,2024-07-24,S05,Frankfurt,North,Online,18-25,Bronze,Clothing,Accessories,95.67,3,0.008,99.46,195,0,0,20.0
ORD20240103-S06-06925,2024-01-03,S06,Munich,South,In-Store,26-35,None,Home,Appliances,413.3,4,0.009,385.8,163,0,0,2.1
ORD20241012-S04-09872,2024-10-12,S04,Munich,North,Online,26-35,None,Beauty,Fragrance,-80.66,-6,0.047,89.66,151,0,0,10.4
ORD20240803-S05-01832,2024-08-03,S05,Hamburg,West,Online,26-35,Bronze,Beauty,Skincare,120.0,4,0.041,134.53,120,0,0,24.0
ORD20240624-S08-01100,2024-06-24,S08,Munich,North,In-Store,18-25,Bronze,Home,Furniture,247.07,2,0.007,272.75,206,0,0,20.6
ORD20241009-S05-08999,2024-10-09,S05,Berlin,North,Online,36-45,Silver,Grocery,Pantry,5.08,2,0.021,4.61,155,0,0,10.6
ORD20241009-S06-08467,2024-10-09,S06,Munich,West,Online,18-25,None,Home,Furniture,234.52,2,0.031,269.01,195,0,0,13.9
ORD20241118-S08-02700,2024-11-18,S08,Munich,East,Online,18-25,Bronze,Electronics,Laptops,267.46,1,0.016,299.48,221,0,0,8.7
ORD20240322-S07-07534,2024-03-22,S07,Hamburg,West,In-Store,26-35,Bronze,Beauty,Haircare,85.54,5,0.084,81.75,154,1,0,2.2
ORD20240403-S10-06392,2024-04-03,S10,Hamburg,South,In-Store,36-45,None,Home,Appliances,260.55,4,0.008,253.66,172,0,0,11.5
ORD20240520-S04-01760,2024-05-20,S04,Berlin,North,In-Store,26-35,None,Beauty,Haircare,120.0,1,0.048,130.24,211,0,1,19.8
ORD20241013-S04-04071,2024-10-13,S04,Frankfurt,East,Online,26-35,None,Beauty,Makeup,63.88,3,0.02,62.99,118,0,0,13.2
ORD20241029-S08-00037,2024-10-29,S08,Cologne,West,Online,36-45,None,Grocery,Beverages,15.9,1,0.033,16.21,101,0,0,16.2
ORD20241031-S04-00089,2024-10-31,S04,Berlin,West,In-Store,36-45,None,Clothing,Men,76.38,5,0.004,82.91,140,0,0,9.1
ORD20240622-S07-05856,2024-06-22,S07,Cologne,North,In-Store,60+,None,Beauty,Makeup,42.57,1,0.002,47.99,121,0,0,15.0
ORD20240206-S06-05135,2024-02-06,S06,Hamburg,North,In-Store,46-60,None,Clothing,Men,82.67,1,0.038,76.93,245,0,0,1.0
ORD20240227-S05-11651,2024-02-27,S05,Berlin,East,In-Store,36-45,Bronze,Home,Appliances,137.04,1,0.007,137.01,162,0,0,3.2
ORD20240923-S10-09379,2024-09-23,S10,Cologne,North,In-Store,36-45,Bronze,Beauty,Makeup,85.35,3,0.017,79.04,133,0,0,17.1
ORD20241006-S05-05487,2024-10-06,S05,Frankfurt,North,In-Store,26-35,Silver,Grocery,Beverages,23.9,3,0.024,26.66,161,0,0,13.7
ORD20240605-S08-05448,2024-06-05,S08,Frankfurt,West,In-Store,36-45,Gold,Grocery,Fresh,30.0,1,0.169,28.6,159,1,0,19.2
ORD20240107-S06-10462,2024-01-07,S06,Cologne,North,In-Store,26-35,Bronze,Home,Furniture,444.32,1,0.211,460.55,137,1,0,5.6
ORD20240111-S09-05629,2024-01-11,S09,Munich,West,In-Store,26-35,Gold,Beauty,Skincare,120.0,2,0.049,114.2,135,0,0,0.9
ORD20241110-S01-09913,2024-11-10,S01,Hamburg,West,In-Store,60+,None,Beauty,Skincare,11.76,1,0.034,13.42,129,0,0,11.8
ORD20240304-S02-11365,2024-03-04,S02,Frankfurt,East,Online,26-35,Silver,Beauty,Haircare,40.88,4,0.007,38.57,120,0,0,6.8
ORD20240211-S03-11005,2024-02-11,S03,Cologne,West,In-Store,60+,None,Clothing,Men,85.42,3,0.029,80.39,98,0,0,0.4
ORD20240220-S02-09578,2024-02-20,S02,Cologne,South,In-Store,60+,Bronze,Beauty,Skincare,113.49,5,0.018,125.98,129,0,0,-2.6
ORD20241003-S05-11357,2024-10-03,S05,Frankfurt,East,In-Store,36-45,None,Clothing,Kids,38.1,4,0.164,38.1,127,1,1,12.0
ORD20240413-S10-02978,2024-04-13,S10,Munich,East,In-Store,26-35,Silver,Electronics,Phones,636.62,4,0.041,706.79,233,0,0,13.6
ORD20240529-S06-02914,2024-05-29,S06,Berlin,West,In-Store,26-35,None,Grocery,Fresh,21.49,3,0.046,19.8,137,0,0,19.1
ORD20240113-S07-05499,2024-01-13,S07,Munich,South,In-Store,18-25,None,Clothing,Accessories,48.64,1,0.017,54.27,171,0,0,-0.1
ORD20241001-S07-00894,2024-10-01,S07,Hamburg,North,In-Store,26-35,Bronze,Clothing,Women,71.46,1,0.027,68.32,175,0,0,8.1
ORD20241127-S08-00066,2024-11-27,S08,Hamburg,West,In-Store,26-35,Silver,Home,Kitchen,169.41,5,0.017,171.79,221,0,0,7.3
ORD20240914-S08-05821,2024-09-14,S08,Cologne,North,Online,46-60,Silver,Home,Furniture,112.99,5,0.028,108.17,160,0,0,17.5
ORD20240617-S04-10407,2024-06-17,S04,Cologne,West,In-Store,46-60,None,Electronics,Phones,1200.0,3,0.042,1162.35,167,0,0,20.0
ORD20241003-S10-03990,2024-10-03,S10,Hamburg,East,In-Store,26-35,None,Electronics,Audio,1200.0,5,0.341,1264.31,130,1,1,13.9
ORD20240504-S10-11008,2024-08-17,S07,Berlin,North,Online,60+,Bronze,Grocery,Beverages,24.2,4,0.045,25.3,106,0,0,24.2
ORD20241117-S02-08742,2024-11-17,S02,Frankfurt,West,Online,26-35,None,Beauty,Haircare,42.66,4,0.045,44.76,160,0,0,8.4
ORD20240217-S02-03286,2024-02-17,S02,Munich,North,Online,36-45,Bronze,Grocery,Pantry,30.0,4,0.043,31.08,127,0,0,1.5
ORD20240705-S03-05079,2024-07-05,S03,Munich,East,In-Store,18-25,None,Home,Appliances,67.43,2,0.002,77.11,181,0,0,19.4
ORD20240126-S03-05335,2024-01-26,S03,Hamburg,East,In-Store,36-45,Bronze,Grocery,Snacks,7.8,1,0.039,7.83,182,0,0,-1.0
ORD20241019-S05-08499,2024-10-19,S05,Cologne,South,Online,26-35,None,Beauty,Fragrance,120.0,1,0.036,129.42,170,0,0,13.4
ORD20241225-S01-01706,2024-12-25,S01,Munich,North,In-Store,18-25,None,Clothing,Men,49.34,2,0.045,45.87,144,0,1,0.8
ORD20240812-S08-08845,2024-08-12,S08,Munich,East,In-Store,46-60,None,Clothing,Kids,60.14,5,0.024,63.4,112,0,0,22.5
ORD20241225-S03-06321,2024-12-25,S03,Berlin,South,In-Store,26-35,Gold,Home,Kitchen,600.0,1,0.008,575.98,117,0,1,1.8
ORD20241202-S04-07029,2024-12-02,S04,Munich,North,Online,36-45,None,Electronics,Phones,303.64,4,0.035,275.2,106,0,0,4.6
ORD20241127-S10-01107,2024-11-27,S10,Cologne,North,In-Store,60+,Silver,Electronics,Audio,633.26,1,0.001,615.97,78,0,0,9.8
ORD20240304-S01-00410,2024-03-04,S01,Munich,West,In-Store,26-35,None,Beauty,Skincare,77.74,4,0.012,80.08,122,0,0,5.5
ORD20240320-S10-09215,2024-03-20,S10,Munich,North,In-Store,36-45,None,Beauty,Haircare,98.97,1,0.113,89.72,154,1,0,2.7
ORD20241023-S05-07722,2024-10-23,S05,Frankfurt,South,In-Store,26-35,None,Clothing,Women,97.18,5,0.006,97.07,183,0,0,14.6
ORD20241111-S08-01508,2024-11-11,S08,Frankfurt,East,Online,26-35,Bronze,Clothing,Women,74.06,4,0.005,77.22,110,0,0,6.4
ORD20240206-S05-02471,2024-02-06,S05,Berlin,North,Online,26-35,None,Grocery,Fresh,30.0,1,0.023,28.81,127,0,0,2.9
ORD20241206-S08-02674,2024-12-06,S08,Cologne,North,Online,46-60,Bronze,Beauty,Fragrance,51.28,2,0.021,56.37,191,0,0,0.2
ORD20240825-S06-06407,2024-08-25,S06,Hamburg,North,In-Store,46-60,Silver,Home,Appliances,347.55,1,0.01,342.75,138,0,0,25.5
ORD20241013-S05-11318,2024-10-13,S05,Cologne,North,In-Store,46-60,Bronze,Home,Kitchen,242.75,4,0.008,251.32,222,0,0,17.1
ORD20241009-S04-07838,2024-10-09,S04,Hamburg,East,Online,26-35,None,Grocery,Fresh,7.67,3,0.003,7.58,136,0,0,7.8
ORD20240724-S01-04529,2024-07-24,S01,Frankfurt,North,In-Store,46-60,None,Grocery,Beverages,25.89,5,0.12,26.11,112,1,0,17.1
ORD20240313-S03-04826,2024-03-13,S03,Munich,North,In-Store,46-60,None,Grocery,Snacks,18.15,5,0.018,19.1,173,0,0,5.0
ORD20240808-S02-11721,2024-08-08,S02,Cologne,South,Online,46-60,None,Beauty,Fragrance,120.0,4,0.098,110.96,184,1,0,23.2
ORD20240218-S05-04656,2024-02-18,S05,Hamburg,South,Online,60+,Bronze,Grocery,Snacks,7.54,5,0.001,7.84,68,0,0,4.7
ORD20241011-S03-03865,2024-10-11,S03,Cologne,North,In-Store,46-60,None,Unknown/—,Audio,3573.65,0,0.0,650.69,202,0,0,9.5
